ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification,Base Market Value,bb_ticker,bb_exch,sec_type,figi_name
CNE000000JP5,BP3R2V7,Inner Mongolia Yili Industrial Group Co. Ltd. Class A,CNY,46800.0,0.000869,China,26.6,Consumer Staples,Food Products,185880.67,600887,CH,Common Stock,INNER MONGOLIA YILI INDUS-A
CNE000000WD4,BP3R1P4,Wintime Energy Group Co. Ltd. Class A,CNY,816000.0,0.000865,China,1.52,Utilities,Independent Power And Renewable Electricity Producers,185199.78,600157,CH,Common Stock,WINTIME ENERGY GROUP CO L-A
CNE100000L55,BD5CMC7,Yantai Jereh Oilfield Services Group Co. Ltd. Class A,CNY,9800.0,0.000861,China,125.9,Energy,Energy Equipment & Services,184229.22,002353,CH,Common Stock,YANTAI JEREH OILFIELD-A
LU0383812293,BF52QF2,Reinet Investments S.C.A.,ZAR,6986.0,0.000857,South Africa,428.01,Financials,Capital Markets,183384.1,RNI,SJ,Common Stock,REINET INVESTMENTS SCA
CNE0000019P0,BP3R4R7,Jiangxi Copper Company Limited Class A,CNY,27700.0,0.000851,China,44.03,Materials,Metals & Mining,182110.58,600362,CH,Common Stock,JIANGXI COPPER CO LTD-A
INE670K01029,BM9G370,Lodha Developers Ltd.,INR,15660.0,0.000851,India,1115.1,Real Estate,Real Estate Management & Development,182128.34,LODHA,IN,Common Stock,LODHA DEVELOPERS LTD
CNE000001303,BD5CCY9,Huagong Tech Co. Ltd. Class A,CNY,11300.0,0.00085,China,107.8,Information Technology,Electronic Equipment Instruments & Components,181887.97,000988,CH,Common Stock,HGTECH CO LTD-A
JP3499800005,6268976,Mitsubishi HC Capital Inc.,JPY,20600.0,0.000847,Japan,1384.5,Financials,Financial Services,181170.06,8593,JP,Common Stock,MITSUBISHI HC CAPITAL INC
CNE1000048G6,BMC6XV1,RemeGen Co. Ltd. Class H,HKD,19000.0,0.000845,China,74.7,Health Care,Biotechnology,180884.33,9995,HK,,
CNE100002PK8,BNHPR96,Advanced Fiber Resources Zhuhai Ltd. Class A,CNY,4000.0,0.00083,China,297.41,Information Technology,Communications Equipment,177632.44,300620,CH,Common Stock,ADVANCED FIBER RESOURCES Z-A
INE214T01019,BD6F8V6,LTM Limited,INR,3992.0,0.000828,India,4257.9,Information Technology,It Services,177279.27,LTM,IN,Common Stock,LTM LTD
CNE000001KK2,BD5CND5,Focus Media Information Technology Co Ltd Class A,CNY,250000.0,0.000813,China,4.66,Communication Services,Media,173953.3,002027,CH,Common Stock,FOCUS MEDIA INFORMATION TE-A
CNE100001WS9,BD5CPR3,Guosen Securities Co. Ltd. Class A,CNY,118000.0,0.000809,China,9.82,Financials,Capital Markets,173021.56,002736,CH,Common Stock,GUOSEN SECURITIES CO LTD-A
CNE100001YW7,BD5CP17,Lens Technology Co. Ltd. Class A,CNY,34500.0,0.000806,China,33.48,Information Technology,Electronic Equipment Instruments & Components,172469.1,300433,CH,Common Stock,LENS TECHNOLOGY CO LTD-A
CNE100000HP8,BD5CJ60,Guangdong Haid Group Co. Limited Class A,CNY,27400.0,0.000803,China,41.98,Consumer Staples,Food Products,171751.17,002311,CH,Common Stock,GUANGDONG HAID GROUP CO-A
CNE100005K77,BJLVDM7,Zhejiang Leapmotor Technology Co. Ltd. Class H,HKD,36100.0,0.000801,China,37.26,Consumer Discretionary,Automobiles,171426.06,9863,HK,,
INE070A01015,6100357,Shree Cement Limited,INR,720.0,0.000798,India,22749.6,Materials,Construction Materials,170835.53,SRCM,IN,Common Stock,SHREE CEMENT LTD
TW0002615002,6932334,Wan Hai Lines Ltd.,TWD,44965.0,0.000797,Taiwan,120.5,Industrials,Marine Transportation,170587.4,2615,TT,Common Stock,WAN HAI LINES LTD
INE220G01021,6743257,Jindal Stainless Limited,INR,21591.0,0.00079,India,750.9,Materials,Metals & Mining,169093.47,JDSL,IN,Common Stock,JINDAL STAINLESS LTD
FR0000064578,7745638,Covivio SA,EUR,3125.0,0.000787,France,47.04,Real Estate,Diversified Reits,168491.4,COV,FP,REIT,COVIVIO
INE674K01013,BYVKT10,Aditya Birla Capital Ltd.,INR,40219.0,0.000784,India,400.1,Financials,Financial Services,167830.84,ABCAP,IN,Common Stock,ADITYA BIRLA CAPITAL LTD
CNE100005GP9,BQWRVY1,Shenzhen Techwinsemi Technology Co. Ltd. Class A,CNY,2700.0,0.000778,China,413.09,Information Technology,Semiconductors & Semiconductor Equipment,166538.7,001309,CH,Common Stock,SHENZHEN TECHWINSEMI TECHN-A
INE003A01024,B15T569,Siemens Limited,INR,4168.0,0.000777,India,3822.8,Industrials,Industrial Conglomerates,166180.95,SIEM,IN,Common Stock,SIEMENS LTD
CNE000000YM1,BP3RDW5,China Jushi Co. Ltd. Class A,CNY,24700.0,0.000776,China,45.02,Materials,Construction Materials,166038.64,600176,CH,Common Stock,CHINA JUSHI CO LTD -A
PHY5764J1483,B247XZ6,Manila Electric Co.,PHP,21650.0,0.000774,Philippines,480.0,Utilities,Electric Utilities,165583.19,MER,PM,Common Stock,MANILA ELECTRIC COMPANY
INE498L01015,B5KYHQ1,L&T Finance Ltd,INR,50849.0,0.000771,India,311.0,Financials,Consumer Finance,164935.73,LTF,IN,Common Stock,L&T FINANCE LTD
BRRAILACNOR9,BYXZ2W5,Rumo SA,BRL,56858.0,0.000771,Brazil,14.97,Industrials,Ground Transportation,164900.0,RAIL3,BZ,Common Stock,RUMO SA
CNE100000825,BD5C9M6,Tianshui Huatian Technology Co. Ltd. Class A,CNY,61300.0,0.000771,China,18.03,Information Technology,Semiconductors & Semiconductor Equipment,165030.02,002185,CH,Common Stock,TIANSHUI HUATIAN TECHNOLOG-A
CNE1000018M7,BD5CGB4,Sungrow Power Supply Co. Ltd. Class A,CNY,12380.0,0.000759,China,87.89,Industrials,Electrical Equipment,162467.63,300274,CH,Common Stock,SUNGROW POWER SUPPLY CO LT-A
CNE100006M90,BSNVN62,Hua Hong Grace Semiconductor Limited Class A,CNY,4643.0,0.000758,China,234.0,Information Technology,Semiconductors & Semiconductor Equipment,162226.31,688347,CH,Common Stock,HUA HONG GRACE SEMICONDUCT-A
CNE1000002S8,6782045,COSCO SHIPPING Energy Transportation Co. Ltd. Class H,HKD,66000.0,0.000757,China,19.26,Energy,Oil Gas & Consumable Fuels,162004.48,1138,HK,,
CNE100004173,BRS7766,Sharetronic Data Technology Co. Ltd. Class A,CNY,4000.0,0.000748,China,267.89,Information Technology,Technology Hardware Storage & Peripherals,160001.2,300857,CH,Common Stock,SHARETRONIC DATA TECHNOLOG-A
CNE0000014W7,BP3R369,Jiangsu Hengrui Pharmaceuticals Co. Ltd. Class A,CNY,24168.0,0.000741,China,43.91,Health Care,Pharmaceuticals,158456.8,600276,CH,Common Stock,JIANGSU HENGRUI PHARMACEUT-A
KYG5496K1242,B01JCK9,Li Ning Company Limited,HKD,98000.0,0.000734,China,12.57,Consumer Discretionary,Textiles Apparel & Luxury Goods,156995.83,2331,HK,,
BRMBRFACNOR1,BV8H6L2,MBRF Global Foods Company S.A.,BRL,47802.0,0.000729,Brazil,16.85,Consumer Staples,Food Products,156046.22,MBRF3,BZ,Common Stock,MBRF GLOBAL FOODS COMPANY SA
CNE0000005Q7,BP3R5V8,Shenergy Co. Ltd. Class A,CNY,118600.0,0.000718,China,8.67,Utilities,Independent Power And Renewable Electricity Producers,153536.11,600642,CH,Common Stock,SHENERGY COMPANY LIMITED-A
CNE100002D38,BMQBTH0,EverProX Technologies Co. Ltd. Class A,CNY,4300.0,0.000717,China,238.8,Information Technology,Communications Equipment,153323.78,300548,CH,Common Stock,EVERPROX TECHNOLOGIES CO L-A
BRENGICDAM16,B56XQT8,Energisa SA Units Cons of 1 Sh + 4 Pfd Shs,BRL,15180.0,0.000716,Brazil,52.08,Utilities,Electric Utilities,153161.64,ENGI11,BZ,Unit,ENERGISA SA-UNITS
CNE000000D24,BD5LTX4,Inner Mongolia Xingye Silver and Tin Mining Co. Ltd. Class A,CNY,28900.0,0.000715,China,35.47,Materials,Metals & Mining,153061.42,000426,CH,Common Stock,INNER MONGOLIA XINGYE SILV-A
INE117A01022,B1Y9QS9,ABB India Limited,INR,2023.0,0.000713,India,7235.2,Industrials,Electrical Equipment,152657.58,ABB,IN,Common Stock,ABB INDIA LTD
CNE000000T83,BYV1QH8,Jiang Su Etern Co.Ltd Class A,CNY,22000.0,0.000713,China,46.47,Information Technology,Communications Equipment,152651.86,600105,CH,Common Stock,JIANGSU ETERN CO LTD-A
INE484J01027,BGQL729,Godrej Properties Limited,INR,8593.0,0.000712,India,1701.0,Real Estate,Real Estate Management & Development,152447.78,GPL,IN,Common Stock,GODREJ PROPERTIES LTD
CNE100004454,BMD9JF5,Henan Shijia Photons Technology Co. Ltd. Class A,CNY,5950.0,0.000707,China,170.38,Information Technology,Semiconductors & Semiconductor Equipment,151370.88,688313,CH,Common Stock,HENAN SHIJIA PHOTONS TECHN-A
CNE000001F05,BP3RCQ2,JCET Group Co. Ltd. Class A,CNY,13800.0,0.000703,China,73.0,Information Technology,Semiconductors & Semiconductor Equipment,150421.08,600584,CH,Common Stock,JCET GROUP CO LTD-A
CNE1000015R2,BD5CG58,Zhejiang Century Huatong Group Co. Ltd. Class A,CNY,67900.0,0.000696,China,14.69,Communication Services,Entertainment,148935.53,002602,CH,Common Stock,ZHEJIANG CENTURY HUATONG -A
SA0007879550,B132NM2,Saudi Energy Co.,SAR,34530.0,0.000693,Saudi Arabia,16.13,Utilities,Electric Utilities,148275.92,SECO,AB,Common Stock,SAUDI ENERGY CO
AEA007301012,BN12D39,ADNOC Drilling Company PJSC,AED,95392.0,0.000688,United Arab Emirates,5.67,Energy,Energy Equipment & Services,147264.39,ADNOCDRI,UH,Common Stock,ADNOC DRILLING CO PJSC
CNE000000CG9,BP3R3G9,Haier Smart Home Co. Ltd. Class A,CNY,47700.0,0.000688,China,20.68,Consumer Discretionary,Household Durables,147290.81,600690,CH,Common Stock,HAIER SMART HOME CO LTD-A
CNE100005QL7,BNTXRT8,Hwatsing Technology Co. Ltd. Class A,CNY,3739.0,0.000687,China,263.43,Information Technology,Semiconductors & Semiconductor Equipment,147071.13,688120,CH,Common Stock,HWATSING TECHNOLOGY CO LTD-A
INE129A01019,6133405,GAIL (India) Limited,INR,81779.0,0.000686,India,172.0,Utilities,Gas Utilities,146704.1,GAIL,IN,Common Stock,GAIL INDIA LTD
CNE100005VN3,BPH27X5,Biwin Storage Technology Co. Ltd. Class A,CNY,4529.0,0.000685,China,216.88,Information Technology,Semiconductors & Semiconductor Equipment,146665.7,688525,CH,Common Stock,BIWIN STORAGE TECHNOLOGY C-A
CNE000001BC8,BP3R789,Zhejiang China Commodities City Group Co. Ltd. Class A,CNY,82900.0,0.000684,China,11.82,Consumer Discretionary,Distributors,146311.6,600415,CH,Common Stock,ZHEJIANG CHINA COMMODITIES-A
CNE000000XM3,BD5CP84,Henan Shuanghui Investment & Development Co. Ltd. Class A,CNY,41900.0,0.000681,China,23.29,Consumer Staples,Food Products,145710.31,000895,CH,Common Stock,HENAN SHUANGHUI INVESTMENT-A
CNE100005ZH6,BNDKP46,Suzhou Everbright Photonics Co. Ltd. Class A,CNY,2845.0,0.000679,China,342.0,Information Technology,Semiconductors & Semiconductor Equipment,145283.1,688048,CH,Common Stock,SUZHOU EVERBRIGHT PHOTONIC-A
INE634S01028,BQ98SK2,Mankind Pharma Ltd.,INR,5983.0,0.000676,India,2318.0,Health Care,Pharmaceuticals,144645.31,MANKIND,IN,Common Stock,MANKIND PHARMA LTD
BRVIVTACNOR0,B6XFBX3,Telefonica Brasil S.A.,BRL,24000.0,0.000673,Brazil,30.95,Communication Services,Diversified Telecommunication Services,143906.1,VIVT3,BZ,Common Stock,TELEFONICA BRASIL S.A.
MXP001661018,2639349,Grupo Aeroportuario del Sureste SAB de CV Class B,MXN,5900.0,0.000671,Mexico,419.3,Industrials,Transportation Infrastructure,143495.92,ASURB,MM,Common Stock,GRUPO AEROPORT DEL SURESTE-B
CNE100001T80,BSBMM04,CGN Power Co. Ltd. Class H,HKD,377000.0,0.000668,China,2.975,Utilities,Independent Power And Renewable Electricity Producers,142940.44,1816,HK,,
CNE000000040,BD5CPS4,Ping An Bank Co. Ltd. Class A,CNY,81600.0,0.000666,China,11.7,Financials,Banks,142555.1,000001,CH,Common Stock,PING AN BANK CO LTD-A
CNE100000HK9,BP3R303,China Merchants Securities Co. Ltd. Class A,CNY,54000.0,0.000663,China,17.59,Financials,Capital Markets,141829.42,600999,CH,Common Stock,CHINA MERCHANTS SECURITIES-A
CZ0008040318,BD3CQ16,MONETA Money Bank AS,CZK,15673.0,0.000663,Czech Republic,192.5,Financials,Banks,141939.88,MONET,CP,Common Stock,MONETA MONEY BANK AS
CNE000000DG7,BYYFJJ0,ENN Natural Gas Co. Ltd. Class A,CNY,50800.0,0.000662,China,18.67,Utilities,Gas Utilities,141616.8,600803,CH,Common Stock,ENN NATURAL GAS CO LTD-A
JP3336560002,BBD7Q84,Suntory Beverage & Food Ltd.,JPY,4900.0,0.000656,Japan,4513.0,Consumer Staples,Beverages,140471.33,2587,JP,Common Stock,SUNTORY BEVERAGE & FOOD LTD
BMG0171K1018,BRXVS60,Alibaba Health Information Technology Ltd.,HKD,358000.0,0.000654,China,3.065,Consumer Staples,Consumer Staples Distribution & Retail,139842.86,241,HK,,
INE169A01031,B0VDZN5,Coromandel International Limited,INR,6716.0,0.000654,India,1998.0,Materials,Chemicals,139951.69,CRIN,IN,Common Stock,COROMANDEL INTERNATIONAL LTD
CNE0000006M4,BD5M023,China Tungsten & Hightech Materials Co. Ltd. Class A,CNY,15100.0,0.000651,China,61.76,Materials,Metals & Mining,139248.64,000657,CH,Common Stock,CHINA TUNGSTEN & HIGHTECH-A
TW0002618006,6186023,Eva Airways Corporation,TWD,106000.0,0.000651,Taiwan,41.75,Industrials,Passenger Airlines,139330.98,2618,TT,Common Stock,EVA AIRWAYS CORP
US52490G1022,BMX9K07,Legend Biotech Corp. Sponsored ADR,USD,7900.0,0.00065,China,17.61,Health Care,Biotechnology,139119.0,LEGN,US,,
CNE000001FR7,BP3R5D0,Shandong Gold Mining Co. Ltd. Class A,CNY,28280.0,0.000647,China,32.77,Materials,Metals & Mining,138376.58,600547,CH,Common Stock,SHANDONG GOLD MINING CO LT-A
QA000A0KD6K3,6673570,Industries of Qatar Co.,QAR,48500.0,0.000646,Qatar,10.37,Industrials,Industrial Conglomerates,138133.77,IQCD,QD,Common Stock,INDUSTRIES QATAR
CNE100003ML1,BK71F55,Anji Microelectronics Technology (Shanghai) Co.Ltd. Class A,CNY,3900.0,0.000639,China,234.8,Information Technology,Semiconductors & Semiconductor Equipment,136731.78,688019,CH,Common Stock,ANJI MICROELECTRONICS TECH-A
KYG3887G1091,BNNJRV4,Giant Biogene Holding Co. Ltd.,HKD,44000.0,0.000636,China,24.26,Consumer Staples,Personal Care Products,136041.16,2367,HK,,
MXCFFU000001,B671GT8,Fibra Uno Administracion SA de CV Series -11-,MXN,79752.0,0.000634,Mexico,29.35,Real Estate,Diversified Reits,135772.69,FUNO11,MM,REIT,TRUST FIBRA UNO
CNE1000020T8,BNHPR52,Shannon Semiconductor Technology Co. Ltd. Class A,CNY,5200.0,0.000633,China,174.32,Information Technology,Electronic Equipment Instruments & Components,135349.7,300475,CH,Common Stock,SHANNON SEMICONDUCTOR TECH-A
BRAXIAACNPC9,BVPBRT2,AXIA Energia SA Non-Cum Perp Pfd Registered Shs C,BRL,12956.0,0.000631,Brazil,53.8,Utilities,Electric Utilities,135039.39,AXIA7,BZ,Preference,AXIA ENERGIA-PR C
CNE100006HM2,BN0ZQH4,Delton Technology (Guangzhou) Inc.,CNY,5300.0,0.000625,China,169.03,Information Technology,Electronic Equipment Instruments & Components,133766.2,001389,CH,Common Stock,DELTON TECHNOLOGY GUANGZHO-A
TW0004938006,B4PLX17,Pegatron Corporation,TWD,47000.0,0.000624,Taiwan,90.3,Information Technology,Technology Hardware Storage & Peripherals,133619.84,4938,TT,Common Stock,PEGATRON CORP
KYG211461085,B4R39F7,Chow Tai Fook Jewellery Group Limited,HKD,94000.0,0.000619,China,11.05,Consumer Discretionary,Specialty Retail,132378.34,1929,HK,,
CNE1000031T5,BDZRFN4,CSC Financial Co. Ltd. Class A,CNY,37300.0,0.000615,China,23.62,Financials,Capital Markets,131551.39,601066,CH,Common Stock,CSC FINANCIAL CO LTD-A
CNE000000PC0,BP3R3J2,GD Power Development Co. Ltd Class A,CNY,165500.0,0.000607,China,5.26,Utilities,Independent Power And Renewable Electricity Producers,129984.18,600795,CH,Common Stock,GD POWER DEVELOPMENT CO -A
CNE0000018P2,BP3R886,Fiberhome Telecommunication Technologies Co. Ltd. Class A,CNY,19600.0,0.000602,China,43.99,Information Technology,Communications Equipment,128740.98,600498,CH,Common Stock,FIBERHOME TELECOM TECH CO-A
CNE100005GY1,BNHSQB0,Empyrean Technology Co. Ltd. Class A,CNY,9500.0,0.00059,China,88.95,Information Technology,Software,126175.87,301269,CH,Common Stock,EMPYREAN TECHNOLOGY CO LTD-A
BRCMIGACNPR3,B1YBRG0,Companhia Energetica de Minas Gerais SA Pfd,BRL,57896.0,0.000588,Brazil,11.21,Utilities,Electric Utilities,125736.52,CMIG4,BZ,Preference,CIA ENERGETICA MINAS GER-PRF
MYL4863OO006,6868398,Telekom Malaysia Bhd.,MYR,65878.0,0.000588,Malaysia,7.8,Communication Services,Diversified Telecommunication Services,125896.945,T,MK,Common Stock,TELEKOM MALAYSIA BHD
CNE100002FK9,BD4GT29,Guotai Haitong Securities Co. Ltd. Class H,HKD,63984.0,0.000585,China,15.34,Financials,Capital Markets,125090.28,2611,HK,,
CNE100000LV8,BD5CL86,BlueFocus Intelligent Communications Group Co. Ltd. Class A,CNY,62800.0,0.000576,China,13.15,Communication Services,Media,123308.24,300058,CH,Common Stock,BLUEFOCUS INTELLIGENT COMM-A
CNE100001Z58,BNHPCQ8,Range Intelligent Computing Technology Group Company Limited Class A,CNY,12900.0,0.00057,China,63.29,Information Technology,It Services,121907.81,300442,CH,Common Stock,RANGE INTELLIGENT COMPUTI-A
TRAKCHOL91Q8,B03MVJ8,Koc Holding A.S.,TRY,27539.0,0.000566,Turkey,214.7,Industrials,Industrial Conglomerates,121197.57,KCHOL,TI,Common Stock,KOC HOLDING AS
CNE100004413,BMGYHP3,VeriSilicon Microelectronics (Shanghai) Co. Ltd. Class A,CNY,3954.0,0.000566,China,205.18,Information Technology,Semiconductors & Semiconductor Equipment,121137.445,688521,CH,Common Stock,VERISILICON MICROELECTRONI-A
CNE000000BQ0,BP3R4Y4,Sichuan Chuantou Energy Co. Ltd. Class A,CNY,51000.0,0.000561,China,15.76,Utilities,Independent Power And Renewable Electricity Producers,120014.34,600674,CH,Common Stock,SICHUAN CHUANTOU ENERGY CO-A
BRKLBNCDAM18,BJ0K6Z9,Klabin SA Ctf de Deposito de Acoes Cons of 1 Sh + 4 Pfd Shs,BRL,32153.0,0.000557,Brazil,19.14,Materials,Containers & Packaging,119225.92,KLBN11,BZ,Unit,KLABIN SA - UNIT
CNE1000015L5,BD5LQY4,Lingyi iTech (Guangdong) Company Class A,CNY,63300.0,0.000556,China,12.58,Information Technology,Electronic Equipment Instruments & Components,118902.53,002600,CH,Common Stock,LINGYI ITECH GUANGDONG CO -A
ID1000096605,6727121,PT Bank Negara Indonesia (Persero) Tbk Class B,IDR,578400.0,0.000556,Indonesia,3650.0,Financials,Banks,119039.19,BBNI,IJ,Common Stock,BANK NEGARA INDONESIA PERSER
QA000A0KD6L1,B0MLBC9,Qatar Gas Transport Co.,QAR,105590.0,0.000556,Qatar,4.105,Energy,Oil Gas & Consumable Fuels,119046.13,QGTS,QD,Common Stock,QATAR GAS TRANSPORT(NAKILAT)
INE271C01023,B1YLCV0,DLF Limited,INR,17979.0,0.000553,India,631.05,Real Estate,Real Estate Management & Development,118331.75,DLFU,IN,Common Stock,DLF LTD
BRBBDCACNOR1,B00FM86,Banco Bradesco SA,BRL,38625.0,0.000552,Brazil,15.79,Financials,Banks,118156.58,BBDC3,BZ,Common Stock,BANCO BRADESCO S.A.
INE811K01011,B4T3LF9,Prestige Estates Projects Limited,INR,7663.0,0.000545,India,1458.0,Real Estate,Real Estate Management & Development,116527.47,PEPL,IN,Common Stock,PRESTIGE ESTATES PROJECTS
CNE000001P78,BD5LVM7,Sinoma Science & Technology Co. Ltd. Class A,CNY,12900.0,0.000542,China,60.22,Materials,Chemicals,115994.44,002080,CH,Common Stock,SINOMA SCIENCE&TECHNOLOGY -A
KYG5074S1012,BNMBPD9,JD Logistics Inc.,HKD,86700.0,0.000541,China,10.47,Industrials,Air Freight & Logistics,115689.13,2618,HK,,
CNE100000601,BP3R552,COSCO SHIPPING Holdings Co. Ltd. Class A,CNY,48100.0,0.00054,China,16.1,Industrials,Marine Transportation,115631.91,601919,CH,Common Stock,COSCO SHIPPING HOLDINGS CO-A
CNE000000BL1,BP3R819,Guangdong HEC Technology Holding Co. Ltd. Class A,CNY,24100.0,0.00054,China,32.12,Materials,Metals & Mining,115584.42,600673,CH,Common Stock,GUANGDONG HEC TECHNOLOGY H-A
CNE100002FZ7,BYW5QV3,Shenzhen Kinwong Electronic Co. Ltd. Class A,CNY,7400.0,0.000539,China,104.45,Information Technology,Electronic Equipment Instruments & Components,115410.914,603228,CH,Common Stock,SHENZHEN KINWONG ELECTRONI-A
CNE100005XJ7,BNHPNM1,Shanghai Allist Pharmaceuticals Co. Ltd. Class A,CNY,7665.0,0.000537,China,100.41,Health Care,Pharmaceuticals,114920.06,688578,CH,Common Stock,SHANGHAI ALLIST PHARMACEUT-A
CA4495861060,2469375,IGM Financial Inc.,CAD,1800.0,0.000536,Canada,89.22,Financials,Capital Markets,114645.92,IGM,CN,Common Stock,IGM FINANCIAL INC
CNE000000WS2,BFY8HG9,China Rare Earth Resources And Technology Co. Ltd. Class A,CNY,14200.0,0.000529,China,53.39,Materials,Metals & Mining,113202.23,000831,CH,Common Stock,CHINA RARE EARTH RESOURCES-A
US30609A1097,BWJJFW8,ONEOK Inc.,USD,1211.0,0.000529,United States,93.46,Energy,Oil Gas & Consumable Fuels,113180.06,OKE,US,Common Stock,ONEOK INC
CNE000001NT7,BP3R682,Shanxi Lu'An Environmental Energy Development Co. Ltd. Class A,CNY,49900.0,0.000529,China,15.19,Energy,Oil Gas & Consumable Fuels,113178.79,601699,CH,Common Stock,SHANXI LU'AN ENVIRONMENTAL-A
MXP370641013,2822398,Grupo Financiero Inbursa SAB de CV Class O,MXN,47200.0,0.000526,Mexico,41.13,Financials,Banks,112606.5,GFINBURO,MM,Common Stock,GRUPO FINANCIERO INBURSA-O
CNE1000014X3,BD5CFQ2,Himile Mechanical Science & Technology (Shandong) Co. Ltd. Class A,CNY,18995.0,0.000524,China,39.55,Industrials,Machinery,112174.07,002595,CH,Common Stock,SHANDONG HIMILE MECHANICAL-A
FR0013280286,BF0LBX7,bioMerieux SA,EUR,1367.0,0.000524,France,71.6,Health Care,Health Care Equipment & Supplies,112186.85,BIM,FP,Common Stock,BIOMERIEUX
INE628A01036,B0L0W35,UPL Limited,INR,19164.0,0.000523,India,559.9,Materials,Chemicals,111909.93,UPLL,IN,Common Stock,UPL LTD
GB00BVMN1558,BVMN155,Verisure Plc,EUR,11072.0,0.000523,Sweden,8.826,Industrials,Commercial Services & Supplies,112008.36,VSURE,SS,Common Stock,VERISURE PLC
CNE100003GF5,BKDQ800,Avary Holding (Shenzhen) Co. Ltd. Class A,CNY,8300.0,0.000521,China,89.88,Information Technology,Electronic Equipment Instruments & Components,111390.42,002938,CH,Common Stock,AVARY HOLDING SHENZHEN CO -A
QA000A0M8VM3,B0VR7W0,AlRayan Bank,QAR,204687.0,0.000515,Qatar,1.959,Financials,Banks,110129.586,MARK,QD,Common Stock,AL RAYAN BANK
JP3429800000,6014908,ANA Holdings Inc.,JPY,5800.0,0.000513,Japan,2981.5,Industrials,Passenger Airlines,109847.23,9202,JP,Common Stock,ANA HOLDINGS INC
KYG5635P1090,B56KLY9,Longfor Group Holdings Ltd.,HKD,150380.0,0.000509,China,5.68,Real Estate,Real Estate Management & Development,108859.22,960,HK,,
CNE100005P31,BRBTV89,CICT Mobile Communication Technology Co. Ltd.Class A,CNY,56819.0,0.000504,China,12.7,Information Technology,Communications Equipment,107746.72,688387,CH,Common Stock,CICT MOBILE COMMUNICATION -A
CNE000000C66,BP3RCN9,Shanghai Baosight Software Co. Ltd. Class A,CNY,40154.0,0.000504,China,17.97,Information Technology,Software,107741.65,600845,CH,Common Stock,SHANGHAI BAOSIGHT SOFTWARE-A
CNE100000SF6,BD5CB19,Ganfeng Lithium Group Co. Ltd. Class A,CNY,15420.0,0.000497,China,46.2,Materials,Chemicals,106373.414,002460,CH,Common Stock,GANFENG LITHIUM GROUP CO L-A
CNE000000SK7,6019011,Inner Mongolia Yitai Coal Company Limited Class B,USD,31300.0,0.000496,China,3.393,Energy,Oil Gas & Consumable Fuels,106200.91,900948,CH,Common Stock,INNER MONGOLIA YITAI COAL-B
CNE100000RK8,BD5CGD6,Wuhan Guide Infrared Co. Ltd. Class A,CNY,56743.0,0.000492,China,12.43,Information Technology,Electronic Equipment Instruments & Components,105314.984,002414,CH,Common Stock,WUHAN GUIDE INFRARED CO LT-A
CNE100002SN6,BFYQHF2,Bank of Chengdu Co. Ltd. Class A,CNY,36800.0,0.000491,China,19.14,Financials,Banks,105171.11,601838,CH,Common Stock,BANK OF CHENGDU CO LTD-A
CNE000001GD5,BP3R6B5,Hundsun Technologies Inc. Class A,CNY,34739.0,0.000488,China,20.15,Information Technology,Software,104519.92,600570,CH,Common Stock,HUNDSUN TECHNOLOGIES INC-A
INE974X01010,BD3R8D7,Tube Investments of India Limited,INR,3822.0,0.000485,India,2605.0,Consumer Discretionary,Automobile Components,103841.36,TIINDIA,IN,Common Stock,TUBE INVESTMENTS OF INDIA LT
CNE100005D92,BQ3RXP5,SUPCON Technology Co. Ltd. Class A,CNY,7862.0,0.000483,China,88.0,Information Technology,Electronic Equipment Instruments & Components,103305.266,688777,CH,Common Stock,SUPCON TECHNOLOGY CO LTD-A
INE01EA01019,BSSDKB7,Vishal Mega Mart Ltd.,INR,98185.0,0.000483,India,101.0,Consumer Discretionary,Broadline Retail,103428.08,VMM,IN,Common Stock,VISHAL MEGA MART LTD
HK0285041858,B29SHS5,BYD Electronic (International) Co. Ltd.,HKD,34000.0,0.000482,China,23.78,Information Technology,Electronic Equipment Instruments & Components,103042.79,285,HK,,
SA000A0DPSH3,B128FN6,Company for Cooperative Insurance,SAR,4177.0,0.000482,Saudi Arabia,92.8,Financials,Insurance,103193.46,TAWUNIYA,AB,Common Stock,CO FOR COOPERATIVE INSURANCE
CNE000001CW4,BP3R9T4,Jiangsu Zhongtian Technology Co. Ltd. Class A,CNY,19200.0,0.000482,China,35.98,Industrials,Electrical Equipment,103149.98,600522,CH,Common Stock,JIANGSU ZHONGTIAN TECHNOLO-A
CNE100003JW4,BK4XYC4,Pharmaron Beijing Co. Ltd. Class A,CNY,15900.0,0.00048,China,43.3,Health Care,Life Sciences Tools & Services,102799.67,300759,CH,Common Stock,PHARMARON BEIJING CO LTD-A
NZCENE0001S6,6152529,Contact Energy Limited,NZD,20693.0,0.000479,New Zealand,8.67,Utilities,Electric Utilities,102469.055,CEN,NZ,Common Stock,CONTACT ENERGY LTD
CNE100006JG0,BS854D3,Laopu Gold Co. Ltd. Class H,HKD,2100.0,0.000479,China,383.0,Consumer Discretionary,Textiles Apparel & Luxury Goods,102504.96,6181,HK,,
